match_description|match_date|match_venue|match_location|match_result|team_name|innings_order|batsman_name|dismissal_mode|runs|balls|fours|sixes
Royal Challengers Bangalore vs Kolkata Knight Riders, 29th Match - Live Cricket Score, Commentary|2018-04-29|M.Chinnaswamy Stadium,|Bengaluru|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Andre Russell|c de Kock b Siraj|0|1|0|0
Royal Challengers Bangalore vs Kolkata Knight Riders, 29th Match - Live Cricket Score, Commentary|2018-04-29|M.Chinnaswamy Stadium,|Bengaluru|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Dinesh Karthik (c & wk)|c Kohli b Siraj|23|10|2|1
Royal Challengers Bangalore vs Kolkata Knight Riders, 29th Match - Live Cricket Score, Commentary|2018-04-29|M.Chinnaswamy Stadium,|Bengaluru|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Shubman Gill|not out|5|2|1|0
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Chennai Super Kings Innings|innings_1|Shane Watson|c Plunkett b A Mishra|78|40|4|7
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Chennai Super Kings Innings|innings_1|Faf du Plessis|c Boult b Vijay Shankar|33|33|3|1
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Chennai Super Kings Innings|innings_1|Suresh Raina|b Maxwell|1|2|0|0
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Chennai Super Kings Innings|innings_1|Ambati Rayudu|run out (Pant/Boult)|41|24|5|1
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Chennai Super Kings Innings|innings_1|MS Dhoni (c & wk)|not out|51|22|2|5
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Chennai Super Kings Innings|innings_1|Ravindra Jadeja|not out|0|0|0|0
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Prithvi Shaw|c Ravindra Jadeja b KM Asif|9|5|2|0
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Colin Munro|c Karn Sharma b KM Asif|26|16|3|2
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Shreyas Iyer (c)|run out (Watson/Dhoni)|13|14|1|0
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Rishabh Pant (wk)|c Ravindra Jadeja b Lungi Ngidi|79|45|7|4
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Glenn Maxwell|b Ravindra Jadeja|6|5|1|0
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Vijay Shankar|not out|54|31|1|5
Chennai Super Kings vs Delhi Daredevils, 30th Match - Live Cricket Score, Commentary|2018-04-30|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 13 runs|Delhi Daredevils Innings|innings_2|Rahul Tewatia|not out|3|4|0|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Manan Vohra|lbw b Markande|45|31|2|4
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Quinton de Kock (wk)|c Rohit b McClenaghan|7|13|1|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Brendon McCullum|run out (Hardik Pandya)|37|25|4|2
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Virat Kohli (c)|c Pollard b Hardik Pandya|32|26|2|1
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Mandeep Singh|c Suryakumar Yadav b Hardik Pandya|14|10|1|1
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Colin de Grandhomme|not out|23|10|0|3
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Washington Sundar|c Rohit b Hardik Pandya|1|3|0|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Tim Southee|c Cutting b Bumrah|1|2|0|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Royal Challengers Bangalore Innings|innings_1|Umesh Yadav|not out|1|2|0|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Suryakumar Yadav|lbw b Umesh|9|9|2|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Ishan Kishan (wk)|b Southee|0|1|0|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Jean-Paul Duminy|run out (Umesh/de Kock)|23|29|3|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Rohit Sharma (c)|c de Kock b Umesh|0|1|0|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Kieron Pollard|c de Kock b Siraj|13|13|1|0
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Hardik Pandya|c Kohli b Southee|50|42|5|1
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Krunal Pandya|c Mandeep b Siraj|23|19|1|1
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Ben Cutting|not out|12|6|1|1
Royal Challengers Bangalore vs Mumbai Indians, 31st Match - Live Cricket Score, Commentary|2018-05-01|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 14 runs|Mumbai Indians Innings|innings_2|Mitchell McClenaghan|not out|0|0|0|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Prithvi Shaw|c & b Shreyas Gopal|47|25|4|4
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Colin Munro|c Jos Buttler b D Kulkarni|0|1|0|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Shreyas Iyer (c)|c R Tripathi b Unadkat|50|35|3|3
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Rishabh Pant (wk)|c Stokes b Unadkat|69|29|7|5
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Glenn Maxwell|lbw b Jofra Archer|5|5|0|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Vijay Shankar|c R Tripathi b Unadkat|17|6|2|1
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Delhi Daredevils Innings|innings_1|Liam Plunkett|not out|1|2|0|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|D Arcy Short|c Avesh Khan b Maxwell|44|25|2|4
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|Jos Buttler (wk)|st Pant b A Mishra|67|26|4|7
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|Sanju Samson|c Munro b Boult|3|5|0|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|Ben Stokes|c Vijay Shankar b Boult|1|2|0|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|Rahul Tripathi|run out (Pant/Boult)|9|8|1|0
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|Krishnappa Gowtham|not out|18|6|2|1
Delhi Daredevils vs Rajasthan Royals, 32nd Match - Live Cricket Score, Commentary|2018-05-02|Feroz Shah Kotla,|Delhi|Delhi Daredevils won by 4 runs (DLS method)|Rajasthan Royals Innings|innings_2|Jofra Archer|not out|0|0|0|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|Shane Watson|c Shivam Mavi b Narine|36|25|4|2
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|Faf du Plessis|b Chawla|27|15|4|1
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|Suresh Raina|c Johnson b Kuldeep Yadav|31|26|4|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|Ambati Rayudu|b Narine|21|17|3|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|MS Dhoni (c & wk)|not out|43|25|1|4
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|Ravindra Jadeja|c Karthik b Chawla|12|12|1|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Chennai Super Kings Innings|innings_1|Karn Sharma|not out|0|0|0|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Chris Lynn|c Watson b Lungi Ngidi|12|6|0|2
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Sunil Narine|c DJ Bravo b Ravindra Jadeja|32|20|4|2
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Robin Uthappa|c DJ Bravo b KM Asif|6|8|1|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Shubman Gill|not out|57|36|6|2
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Rinku Singh|b Harbhajan|16|18|2|0
Kolkata Knight Riders vs Chennai Super Kings, 33rd Match - Live Cricket Score, Commentary|2018-05-03|Eden Gardens,|Kolkata|Kolkata Knight Riders won by 6 wkts|Kolkata Knight Riders Innings|innings_2|Dinesh Karthik (c & wk)|not out|45|18|7|1
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Lokesh Rahul (wk)|c Duminy b Markande|24|20|1|2
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Chris Gayle|c Suryakumar Yadav b Cutting|50|40|6|2
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Yuvraj Singh|run out (Lewis/Ishan Kishan)|14|14|0|1
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Karun Nair|c Hardik Pandya b McClenaghan|23|12|1|2
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Axar Patel|c Hardik Pandya b Bumrah|13|12|0|1
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Marcus Stoinis|not out|29|15|2|2
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Mayank Agarwal|c Krunal Pandya b Hardik Pandya|11|7|0|1
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Kings XI Punjab Innings|innings_1|Ravichandran Ashwin (c)|not out|0|0|0|0
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Mumbai Indians Innings|innings_2|Suryakumar Yadav|c Rahul b Stoinis|57|42|6|3
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Mumbai Indians Innings|innings_2|Evin Lewis|c Rahul b Mujeeb|10|13|0|0
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Mumbai Indians Innings|innings_2|Ishan Kishan (wk)|b Mujeeb|25|19|0|3
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Mumbai Indians Innings|innings_2|Hardik Pandya|b Andrew Tye|23|13|2|1
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Mumbai Indians Innings|innings_2|Rohit Sharma (c)|not out|24|15|1|2
Kings XI Punjab vs Mumbai Indians, 34th Match - Live Cricket Score, Commentary|2018-05-04|Holkar Cricket Stadium,|Indore|Mumbai Indians won by 6 wkts|Mumbai Indians Innings|innings_2|Krunal Pandya|not out|31|12|4|2
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Parthiv Patel (wk)|c & b Ravindra Jadeja|53|41|5|2
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Brendon McCullum|c SN Thakur b Lungi Ngidi|5|3|1|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Virat Kohli (c)|b Ravindra Jadeja|8|11|1|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|AB de Villiers|st Dhoni b Harbhajan|1|4|0|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Mandeep Singh|c Willey b Ravindra Jadeja|7|13|0|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Colin de Grandhomme|c Raina b Willey|8|8|1|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Murugan Ashwin|st Dhoni b Harbhajan|1|2|0|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Tim Southee|not out|36|26|3|1
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Umesh Yadav|run out (Willey)|1|5|0|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Royal Challengers Bangalore Innings|innings_1|Mohammed Siraj|run out (Rayudu/Dhoni)|3|7|0|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Chennai Super Kings Innings|innings_2|Shane Watson|b Umesh|11|14|2|0
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Chennai Super Kings Innings|innings_2|Ambati Rayudu|c Siraj b M Ashwin|32|25|3|2
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Chennai Super Kings Innings|innings_2|Suresh Raina|c Southee b Umesh|25|21|2|1
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Chennai Super Kings Innings|innings_2|Dhruv Shorey|c Mandeep b de Grandhomme|8|9|0|1
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Chennai Super Kings Innings|innings_2|MS Dhoni (c & wk)|not out|31|23|1|3
Chennai Super Kings vs Royal Challengers Bangalore, 35th Match - Live Cricket Score, Commentary|2018-05-05|Maharashtra Cricket Association Stadium,|Pune|Chennai Super Kings won by 6 wkts|Chennai Super Kings Innings|innings_2|Dwayne Bravo|not out|14|17|0|1
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Prithvi Shaw|c S Kaul b Rashid Khan|65|36|6|3
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Glenn Maxwell|run out (Sandeep Sharma)|2|3|0|0
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Shreyas Iyer (c)|c Dhawan b S Kaul|44|36|3|2
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Rishabh Pant (wk)|lbw b Rashid Khan|18|19|1|0
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Naman Ojha|run out (Rashid Khan/Saha)|1|4|0|0
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Vijay Shankar|not out|23|13|1|1
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Delhi Daredevils Innings|innings_1|Daniel Christian|not out|7|9|0|0
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Sunrisers Hyderabad Innings|innings_2|Alex Hales|b A Mishra|45|31|3|3
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Sunrisers Hyderabad Innings|innings_2|Shikhar Dhawan|b A Mishra|33|30|2|1
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Sunrisers Hyderabad Innings|innings_2|Kane Williamson (c)|not out|32|30|0|1
Sunrisers Hyderabad vs Delhi Daredevils, 36th Match - Live Cricket Score, Commentary|2018-05-05|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 7 wkts|Sunrisers Hyderabad Innings|innings_2|Manish Pandey|c Prithvi Shaw b Plunkett|21|17|2|0
